Id,Name,Account_vod__c,Account_Type,Account_Specialty,Territory_vod__c,Country,Call_Date_vod__c,Call_Datetime_vod__c,Call_Type_vod__c,Call_Channel_vod__c,Status_vod__c,Detailed_Products_vod__c,Product_Priority,Sample_Dropped,Sample_Product_vod__c,Sample_Quantity_vod__c,Sample_Lot,Signature_Captured,Media_Shown,CLM_Key_Message_Count,Key_Message_Reaction,Next_Call_Notes_vod__c,Attendee_Count,Call_Duration_Minutes,Ownerid,Is_Parent_Call_vod__c,Unlock_vod__c,Mobile_Created_Datetime_vod__c,Created_By_Platform
a0B000000000000014,CALL-000014,001000000000000157,Pharmacy,Internal Medicine,EU-UK-01,GB,2026-08-27,2026-08-27T14:07:00.000Z,Sample Only,Face_to_Face_vod,Submitted_vod,Pulmora,Secondary,Yes,Pulmora 10mg Sample,4,LOT-2025-02,No,None,0,,Follow up on sample feedback,1,18,005000000000000004,true,false,2026-08-27T14:07:00.000Z,Browser
a0B000000000000015,CALL-000015,001000000000000077,HCP,General Practice,LATAM-BR-01,BR,2026-06-23,2026-06-23T12:35:00.000Z,Sample Only,Face_to_Face_vod,Submitted_vod,Pulmora,Tertiary,Yes,Pulmora 10mg Sample,4,LOT-2026-06,Yes,None,0,,Follow up on sample feedback,1,18,005000000000000028,true,false,2026-06-23T12:35:00.000Z,iPad
a0B000000000000016,CALL-000016,001000000000000042,Clinic,General Practice,MW-02,US,2026-06-24,2026-06-24T12:35:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Dermiq,Tertiary,No,,,,No,Dermiq Launch Deck,1,Negative,Revisit key messages,1,23,005000000000000002,true,false,2026-06-24T12:35:00.000Z,iPad
a0B000000000000017,CALL-000017,001000000000000047,Pharmacy,Pulmonology,MW-02,US,2026-08-20,2026-08-20T08:41:00.000Z,Remote Detail,Video_vod,Submitted_vod,Neurovia,Tertiary,No,,,,No,Neurovia MoA Video,5,Positive,Revisit key messages,1,13,005000000000000003,true,false,2026-08-20T08:41:00.000Z,iPad
a0B000000000000018,CALL-000018,001000000000000092,Hospital,Internal Medicine,NE-02,US,2026-08-08,2026-08-08T11:30:00.000Z,Remote Detail,Video_vod,Submitted_vod,Oncaline,Primary,No,,,,No,None,0,,Schedule next detail,1,35,005000000000000010,true,false,2026-08-08T11:30:00.000Z,iPad
a0B000000000000019,CALL-000019,001000000000000082,Hospital,Cardiology,CA-QC-01,CA,2026-06-10,2026-06-10T08:42:00.000Z,Detail with Sample,Face_to_Face_vod,Submitted_vod,Neurovia,Tertiary,Yes,Neurovia 10mg Sample,4,LOT-2026-08,No,Neurovia MoA Video,5,Neutral,Follow up on sample feedback,1,41,005000000000000006,true,false,2026-06-10T08:42:00.000Z,Browser
a0B000000000000020,CALL-000020,001000000000000029,HCP,Neurology,EU-FR-01,FR,2026-07-06,2026-07-06T12:52:00.000Z,Detail with Sample,Face_to_Face_vod,Submitted_vod,Neurovia,Primary,Yes,Neurovia 10mg Sample,1,LOT-2026-05,Yes,None,0,,Follow up on sample feedback,1,19,005000000000000019,true,false,2026-07-06T12:52:00.000Z,Windows
a0B000000000000021,CALL-000021,001000000000000099,HCP,Internal Medicine,APAC-AU-01,AU,2026-06-27,2026-06-27T11:53:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Oncaline,Tertiary,No,,,,No,None,0,,Schedule next detail,1,31,005000000000000014,true,false,2026-06-27T11:53:00.000Z,iPad
a0B000000000000022,CALL-000022,001000000000000053,HCP,Neurology,EU-ES-01,ES,2026-07-07,2026-07-07T11:53:00.000Z,Detail Only,Face_to_Face_vod,Saved_vod,Dermiq,Secondary,No,,,,No,None,0,,Schedule next detail,1,40,005000000000000006,true,true,2026-07-07T11:53:00.000Z,Windows
a0B000000000000023,CALL-000023,001000000000000052,Hospital,Neurology,APAC-JP-01,JP,2026-08-05,2026-08-05T15:20:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Oncaline,Secondary,No,,,,No,Oncaline Phase III Data,1,Neutral,Revisit key messages,1,23,005000000000000038,true,false,2026-08-05T15:20:00.000Z,iPhone
a0B000000000000024,CALL-000024,001000000000000076,HCP,Neurology,W-01,US,2026-07-18,2026-07-18T12:54:00.000Z,Detail with Sample,Face_to_Face_vod,Submitted_vod,Dermiq,Tertiary,Yes,Dermiq 10mg Sample,2,LOT-2026-05,Yes,None,0,,Follow up on sample feedback,1,24,005000000000000036,true,false,2026-07-18T12:54:00.000Z,iPad
a0B000000000000025,CALL-000025,001000000000000078,HCP,Cardiology,APAC-AU-01,AU,2026-07-08,2026-07-08T10:03:00.000Z,Detail with Sample,Face_to_Face_vod,Submitted_vod,Pulmora,Primary,Yes,Pulmora 10mg Sample,1,LOT-2026-02,No,None,0,,Follow up on sample feedback,1,21,005000000000000023,true,false,2026-07-08T10:03:00.000Z,Browser
a0B000000000000026,CALL-000026,001000000000000083,HCP,Pulmonology,MW-02,US,2026-08-09,2026-08-09T10:34:00.000Z,Group Detail,Face_to_Face_vod,Submitted_vod,Dermiq,Primary,No,,,,No,None,0,,Schedule next detail,3,30,005000000000000024,true,false,2026-08-09T10:34:00.000Z,Windows
a0B000000000000027,CALL-000027,001000000000000146,Hospital,General Practice,LATAM-BR-01,BR,2026-08-19,2026-08-19T13:35:00.000Z,Phone Call,Phone_vod,Submitted_vod,Cardiozen,Secondary,No,,,,No,None,0,,Schedule next detail,1,8,005000000000000014,true,false,2026-08-19T13:35:00.000Z,Browser
a0B000000000000028,CALL-000028,001000000000000027,HCP,Pulmonology,EU-ES-01,ES,2026-07-17,2026-07-17T10:37:00.000Z,Detail with Sample,Face_to_Face_vod,Submitted_vod,Neurovia,Primary,Yes,Neurovia 10mg Sample,4,LOT-2025-05,Yes,Neurovia Safety Profile,6,Positive,Follow up on sample feedback,1,24,005000000000000040,true,false,2026-07-17T10:37:00.000Z,iPad
a0B000000000000029,CALL-000029,001000000000000117,HCP,General Practice,EU-ES-01,ES,2026-07-19,2026-07-19T10:34:00.000Z,Detail Only,Face_to_Face_vod,Saved_vod,Oncaline,Secondary,No,,,,No,None,0,,Schedule next detail,1,42,005000000000000006,true,true,2026-07-19T10:34:00.000Z,iPad
a0B000000000000030,CALL-000030,001000000000000060,Hospital,Internal Medicine,LATAM-BR-01,BR,2026-07-12,2026-07-12T12:08:00.000Z,Sample Only,Face_to_Face_vod,Submitted_vod,Dermiq,Primary,Yes,Dermiq 10mg Sample,4,LOT-2025-02,Yes,None,0,,Follow up on sample feedback,1,44,005000000000000040,true,false,2026-07-12T12:08:00.000Z,iPad
a0B000000000000031,CALL-000031,001000000000000147,HCP,Dermatology,CA-QC-01,CA,2026-08-10,2026-08-10T14:05:00.000Z,Detail with Sample,Face_to_Face_vod,Submitted_vod,Oncaline,Tertiary,Yes,Oncaline 10mg Sample,4,LOT-2025-07,Yes,Oncaline Phase III Data,6,Positive,Follow up on sample feedback,1,33,005000000000000022,true,false,2026-08-10T14:05:00.000Z,iPad
a0B000000000000032,CALL-000032,001000000000000048,HCP,Dermatology,LATAM-BR-01,BR,2026-08-10,2026-08-10T10:10:00.000Z,Detail Only,Face_to_Face_vod,Saved_vod,Neurovia,Tertiary,No,,,,No,Neurovia Safety Profile,3,Positive,Revisit key messages,1,45,005000000000000022,true,true,2026-08-10T10:10:00.000Z,iPad
a0B000000000000033,CALL-000033,001000000000000132,HCP,Oncology,MW-02,US,2026-07-15,2026-07-15T12:26:00.000Z,Remote Detail,Video_vod,Submitted_vod,Cardiozen,Secondary,No,,,,No,None,0,,Schedule next detail,1,24,005000000000000024,true,false,2026-07-15T12:26:00.000Z,iPad
a0B000000000000034,CALL-000034,001000000000000056,Hospital,Internal Medicine,LATAM-BR-01,BR,2026-07-08,2026-07-08T10:11:00.000Z,Detail with Sample,Face_to_Face_vod,Saved_vod,Oncaline,Secondary,Yes,Oncaline 10mg Sample,1,LOT-2025-09,Yes,Oncaline Phase III Data,2,Positive,Follow up on sample feedback,1,41,005000000000000024,true,true,2026-07-08T10:11:00.000Z,iPad
a0B000000000000035,CALL-000035,001000000000000068,Hospital,Oncology,EU-FR-01,FR,2026-06-30,2026-06-30T12:23:00.000Z,Product Discussion,Face_to_Face_vod,Saved_vod,Oncaline,Tertiary,No,,,,No,None,0,,Schedule next detail,1,28,005000000000000019,true,true,2026-06-30T12:23:00.000Z,iPad
a0B000000000000036,CALL-000036,001000000000000103,HCP,Oncology,MW-02,US,2026-07-21,2026-07-21T16:43:00.000Z,Phone Call,Phone_vod,Submitted_vod,Oncaline,Primary,No,,,,No,None,0,,Schedule next detail,1,15,005000000000000031,true,false,2026-07-21T16:43:00.000Z,iPad
a0B000000000000037,CALL-000037,001000000000000130,HCP,Cardiology,EU-IT-01,IT,2026-06-05,2026-06-05T15:17:00.000Z,Phone Call,Phone_vod,Submitted_vod,Dermiq,Primary,No,,,,No,None,0,,Schedule next detail,1,11,005000000000000008,true,false,2026-06-05T15:17:00.000Z,iPad
a0B000000000000038,CALL-000038,001000000000000167,HCP,Dermatology,EU-DACH-01,DE,2026-06-05,2026-06-05T15:41:00.000Z,Detail Only,Face_to_Face_vod,Planned_vod,Pulmora,Tertiary,No,,,,No,None,0,,Schedule next detail,1,16,005000000000000018,true,true,2026-06-05T15:41:00.000Z,Browser
a0B000000000000039,CALL-000039,001000000000000004,Hospital,Dermatology,NE-01,US,2026-06-02,2026-06-02T15:17:00.000Z,Detail Only,Face_to_Face_vod,Planned_vod,Neurovia,Primary,No,,,,No,None,0,,Schedule next detail,1,31,005000000000000031,true,true,2026-06-02T15:17:00.000Z,Windows
a0B000000000000040,CALL-000040,001000000000000037,Clinic,Oncology,APAC-JP-01,JP,2026-08-03,2026-08-03T14:39:00.000Z,Detail with Sample,Face_to_Face_vod,Submitted_vod,Oncaline,Primary,Yes,Oncaline 10mg Sample,2,LOT-2025-02,No,Oncaline Phase III Data,5,Negative,Follow up on sample feedback,1,19,005000000000000005,true,false,2026-08-03T14:39:00.000Z,Browser
a0B000000000000041,CALL-000041,001000000000000122,HCP,Pulmonology,CA-QC-01,CA,2026-07-05,2026-07-05T09:39:00.000Z,Detail Only,Face_to_Face_vod,Planned_vod,Neurovia,Secondary,Yes,Neurovia 10mg Sample,4,LOT-2026-12,Yes,Neurovia Safety Profile,2,Positive,Follow up on sample feedback,1,15,005000000000000006,true,true,2026-07-05T09:39:00.000Z,Windows
a0B000000000000042,CALL-000042,001000000000000002,HCP,Oncology,CA-QC-01,CA,2026-06-11,2026-06-11T16:14:00.000Z,Group Detail,Face_to_Face_vod,Submitted_vod,Cardiozen,Tertiary,No,,,,No,Cardiozen Dosing Guide,6,Positive,Revisit key messages,6,14,005000000000000025,true,false,2026-06-11T16:14:00.000Z,iPad
a0B000000000000043,CALL-000043,001000000000000158,Hospital,Neurology,APAC-AU-01,AU,2026-06-16,2026-06-16T16:29:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Dermiq,Secondary,No,,,,No,Dermiq Launch Deck,1,Not Captured,Revisit key messages,1,33,005000000000000003,true,false,2026-06-16T16:29:00.000Z,iPad
a0B000000000000044,CALL-000044,001000000000000102,HCP,Dermatology,EU-IT-01,IT,2026-06-24,2026-06-24T09:23:00.000Z,Product Discussion,Face_to_Face_vod,Planned_vod,Cardiozen,Primary,No,,,,No,None,0,,Schedule next detail,1,17,005000000000000030,true,true,2026-06-24T09:23:00.000Z,Browser
a0B000000000000045,CALL-000045,001000000000000088,HCP,Neurology,EU-FR-01,FR,2026-08-17,2026-08-17T13:32:00.000Z,Detail Only,Face_to_Face_vod,Saved_vod,Cardiozen,Tertiary,No,,,,No,None,0,,Schedule next detail,1,25,005000000000000017,true,true,2026-08-17T13:32:00.000Z,iPad
a0B000000000000046,CALL-000046,001000000000000099,HCP,Oncology,SE-01,US,2026-08-04,2026-08-04T08:25:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Dermiq,Secondary,No,,,,No,None,0,,Schedule next detail,1,37,005000000000000039,true,false,2026-08-04T08:25:00.000Z,iPad
a0B000000000000047,CALL-000047,001000000000000072,HCP,Dermatology,W-02,US,2026-08-19,2026-08-19T16:04:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Pulmora,Primary,No,,,,No,None,0,,Schedule next detail,1,31,005000000000000037,true,false,2026-08-19T16:04:00.000Z,iPad
a0B000000000000048,CALL-000048,001000000000000131,HCP,Internal Medicine,NE-01,US,2026-07-12,2026-07-12T11:42:00.000Z,Product Discussion,Face_to_Face_vod,Submitted_vod,Cardiozen,Primary,No,,,,No,Cardiozen Dosing Guide,3,Neutral,Revisit key messages,1,24,005000000000000035,true,false,2026-07-12T11:42:00.000Z,Browser
a0B000000000000049,CALL-000049,001000000000000075,Pharmacy,Cardiology,EU-DACH-01,DE,2026-07-19,2026-07-19T12:34:00.000Z,Remote Detail,Video_vod,Submitted_vod,Oncaline,Primary,No,,,,No,Oncaline Phase III Data,2,Positive,Revisit key messages,1,42,005000000000000006,true,false,2026-07-19T12:34:00.000Z,Windows
a0B000000000000050,CALL-000050,001000000000000073,HCP,Internal Medicine,NE-01,US,2026-06-16,2026-06-16T10:25:00.000Z,Sample Only,Face_to_Face_vod,Submitted_vod,Pulmora,Secondary,Yes,Pulmora 10mg Sample,3,LOT-2025-08,Yes,None,0,,Follow up on sample feedback,1,43,005000000000000024,true,false,2026-06-16T10:25:00.000Z,Windows
a0B000000000000051,CALL-000051,001000000000000131,HCP,Neurology,CA-ON-01,CA,2026-06-05,2026-06-05T10:03:00.000Z,Phone Call,Phone_vod,Submitted_vod,Pulmora,Secondary,No,,,,No,None,0,,Schedule next detail,1,14,005000000000000001,true,false,2026-06-05T10:03:00.000Z,iPad
a0B000000000000052,CALL-000052,001000000000000089,HCP,Oncology,EU-DACH-01,DE,2026-08-09,2026-08-09T09:59:00.000Z,Detail with Sample,Face_to_Face_vod,Submitted_vod,Oncaline,Secondary,Yes,Oncaline 10mg Sample,2,LOT-2026-07,No,Oncaline Phase III Data,3,Positive,Follow up on sample feedback,1,44,005000000000000010,true,false,2026-08-09T09:59:00.000Z,iPad
a0B000000000000053,CALL-000053,001000000000000091,HCP,General Practice,W-02,US,2026-08-10,2026-08-10T11:32:00.000Z,Group Detail,Face_to_Face_vod,Saved_vod,Oncaline,Secondary,No,,,,No,None,0,,Schedule next detail,10,26,005000000000000039,true,true,2026-08-10T11:32:00.000Z,iPad
a0B000000000000054,CALL-000054,001000000000000097,Clinic,Pulmonology,CA-QC-01,CA,2026-08-21,2026-08-21T10:33:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Oncaline,Primary,No,,,,No,None,0,,Schedule next detail,1,39,005000000000000034,true,false,2026-08-21T10:33:00.000Z,iPad
a0B000000000000055,CALL-000055,001000000000000126,HCP,Oncology,EU-DACH-01,DE,2026-06-12,2026-06-12T11:38:00.000Z,Email,Email_vod,Submitted_vod,Pulmora,Primary,No,,,,No,None,0,,Schedule next detail,1,0,005000000000000020,true,false,2026-06-12T11:38:00.000Z,iPad
a0B000000000000056,CALL-000056,001000000000000035,HCP,Pulmonology,EU-DACH-01,DE,2026-07-11,2026-07-11T09:08:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Cardiozen,Secondary,No,,,,No,None,0,,Schedule next detail,1,45,005000000000000027,true,false,2026-07-11T09:08:00.000Z,Windows
a0B000000000000057,CALL-000057,001000000000000022,Pharmacy,Pulmonology,EU-UK-01,GB,2026-08-01,2026-08-01T11:12:00.000Z,Remote Detail,Video_vod,Submitted_vod,Oncaline,Secondary,No,,,,No,None,0,,Schedule next detail,1,17,005000000000000039,true,false,2026-08-01T11:12:00.000Z,iPad
a0B000000000000058,CALL-000058,001000000000000012,HCP,General Practice,W-02,US,2026-08-01,2026-08-01T16:21:00.000Z,Group Detail,Face_to_Face_vod,Submitted_vod,Dermiq,Tertiary,No,,,,No,None,0,,Schedule next detail,9,12,005000000000000001,true,false,2026-08-01T16:21:00.000Z,Windows
a0B000000000000059,CALL-000059,001000000000000057,Clinic,Oncology,SE-01,US,2026-07-13,2026-07-13T14:44:00.000Z,Sample Only,Face_to_Face_vod,Saved_vod,Cardiozen,Secondary,Yes,Cardiozen 10mg Sample,3,LOT-2026-06,Yes,None,0,,Follow up on sample feedback,1,45,005000000000000032,true,true,2026-07-13T14:44:00.000Z,Windows
a0B000000000000060,CALL-000060,001000000000000127,HCP,Dermatology,SE-02,US,2026-07-15,2026-07-15T11:55:00.000Z,Detail with Sample,Face_to_Face_vod,Submitted_vod,Pulmora,Primary,Yes,Pulmora 10mg Sample,2,LOT-2026-10,Yes,None,0,,Follow up on sample feedback,1,41,005000000000000010,true,false,2026-07-15T11:55:00.000Z,Browser
a0B000000000000061,CALL-000061,001000000000000083,Clinic,Dermatology,LATAM-BR-01,BR,2026-08-10,2026-08-10T14:36:00.000Z,Sample Only,Face_to_Face_vod,Submitted_vod,Dermiq,Primary,Yes,Dermiq 10mg Sample,3,LOT-2026-11,Yes,None,0,,Follow up on sample feedback,1,37,005000000000000027,true,false,2026-08-10T14:36:00.000Z,iPad
a0B000000000000062,CALL-000062,001000000000000049,HCP,Oncology,LATAM-BR-01,BR,2026-08-12,2026-08-12T15:18:00.000Z,Detail Only,Face_to_Face_vod,Saved_vod,Oncaline,Secondary,No,,,,No,Oncaline Phase III Data,1,Neutral,Revisit key messages,1,10,005000000000000021,true,true,2026-08-12T15:18:00.000Z,Windows
a0B000000000000063,CALL-000063,001000000000000080,HCP,Oncology,SE-01,US,2026-07-22,2026-07-22T12:52:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Dermiq,Tertiary,No,,,,No,None,0,,Schedule next detail,1,31,005000000000000003,true,false,2026-07-22T12:52:00.000Z,Browser
a0B000000000000064,CALL-000064,001000000000000098,HCP,Neurology,APAC-JP-01,JP,2026-08-03,2026-08-03T08:41:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Dermiq,Tertiary,No,,,,No,Dermiq Launch Deck,3,Neutral,Revisit key messages,1,24,005000000000000036,true,false,2026-08-03T08:41:00.000Z,Windows
a0B000000000000065,CALL-000065,001000000000000062,HCP,Neurology,MW-02,US,2026-07-10,2026-07-10T10:14:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Pulmora,Secondary,No,,,,No,None,0,,Schedule next detail,1,38,005000000000000006,true,false,2026-07-10T10:14:00.000Z,Windows
a0B000000000000066,CALL-000066,001000000000000174,HCP,Neurology,CA-ON-01,CA,2026-06-04,2026-06-04T12:43:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Neurovia,Secondary,No,,,,No,None,0,,Schedule next detail,1,18,005000000000000018,true,false,2026-06-04T12:43:00.000Z,iPad
a0B000000000000067,CALL-000067,001000000000000170,Clinic,Dermatology,EU-FR-01,FR,2026-07-26,2026-07-26T14:03:00.000Z,Product Discussion,Face_to_Face_vod,Submitted_vod,Dermiq,Primary,No,,,,No,None,0,,Schedule next detail,1,35,005000000000000011,true,false,2026-07-26T14:03:00.000Z,iPad
a0B000000000000068,CALL-000068,001000000000000023,Hospital,Oncology,EU-DACH-01,DE,2026-07-01,2026-07-01T16:20:00.000Z,Detail with Sample,Face_to_Face_vod,Submitted_vod,Cardiozen,Secondary,Yes,Cardiozen 10mg Sample,1,LOT-2026-04,Yes,Cardiozen Efficacy Deck,4,Negative,Follow up on sample feedback,1,36,005000000000000026,true,false,2026-07-01T16:20:00.000Z,iPad
a0B000000000000069,CALL-000069,001000000000000132,Clinic,Pulmonology,MW-02,US,2026-07-09,2026-07-09T11:06:00.000Z,Sample Only,Face_to_Face_vod,Submitted_vod,Cardiozen,Primary,Yes,Cardiozen 10mg Sample,4,LOT-2025-10,Yes,None,0,,Follow up on sample feedback,1,42,005000000000000019,true,false,2026-07-09T11:06:00.000Z,Windows
a0B000000000000070,CALL-000070,001000000000000084,HCP,Internal Medicine,MW-02,US,2026-07-24,2026-07-24T11:22:00.000Z,Sample Only,Face_to_Face_vod,Submitted_vod,Oncaline,Primary,Yes,Oncaline 10mg Sample,4,LOT-2026-11,Yes,None,0,,Follow up on sample feedback,1,11,005000000000000001,true,false,2026-07-24T11:22:00.000Z,iPad
a0B000000000000071,CALL-000071,001000000000000169,HCP,Internal Medicine,EU-ES-01,ES,2026-07-16,2026-07-16T09:28:00.000Z,Product Discussion,Face_to_Face_vod,Saved_vod,Neurovia,Primary,No,,,,No,Neurovia Safety Profile,2,Not Captured,Revisit key messages,1,21,005000000000000040,true,true,2026-07-16T09:28:00.000Z,iPad
a0B000000000000072,CALL-000072,001000000000000091,HCP,Cardiology,CA-QC-01,CA,2026-08-27,2026-08-27T08:08:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Cardiozen,Secondary,No,,,,No,Cardiozen Dosing Guide,3,Not Captured,Revisit key messages,1,23,005000000000000032,true,false,2026-08-27T08:08:00.000Z,iPad
a0B000000000000073,CALL-000073,001000000000000049,HCP,Internal Medicine,APAC-JP-01,JP,2026-08-25,2026-08-25T16:41:00.000Z,Group Detail,Face_to_Face_vod,Submitted_vod,Pulmora,Primary,No,,,,No,Pulmora Patient Case,6,Neutral,Revisit key messages,8,37,005000000000000018,true,false,2026-08-25T16:41:00.000Z,iPad
a0B000000000000074,CALL-000074,001000000000000054,HCP,Oncology,EU-ES-01,ES,2026-07-01,2026-07-01T13:26:00.000Z,Remote Detail,Video_vod,Planned_vod,Pulmora,Primary,No,,,,No,Pulmora Patient Case,4,Positive,Revisit key messages,1,36,005000000000000020,true,true,2026-07-01T13:26:00.000Z,iPad
a0B000000000000075,CALL-000075,001000000000000137,HCP,Oncology,NE-01,US,2026-06-23,2026-06-23T12:00:00.000Z,Detail with Sample,Face_to_Face_vod,Submitted_vod,Oncaline,Tertiary,Yes,Oncaline 10mg Sample,2,LOT-2025-09,Yes,Oncaline Phase III Data,6,Neutral,Follow up on sample feedback,1,44,005000000000000024,true,false,2026-06-23T12:00:00.000Z,Windows
a0B000000000000076,CALL-000076,001000000000000079,HCP,Pulmonology,EU-DACH-01,DE,2026-07-04,2026-07-04T09:05:00.000Z,Sample Only,Face_to_Face_vod,Submitted_vod,Dermiq,Primary,Yes,Dermiq 10mg Sample,2,LOT-2025-04,Yes,None,0,,Follow up on sample feedback,1,40,005000000000000027,true,false,2026-07-04T09:05:00.000Z,Windows
a0B000000000000077,CALL-000077,001000000000000128,Pharmacy,Pulmonology,EU-IT-01,IT,2026-06-12,2026-06-12T10:34:00.000Z,Detail with Sample,Face_to_Face_vod,Submitted_vod,Dermiq,Primary,Yes,Dermiq 10mg Sample,4,LOT-2026-04,Yes,None,0,,Follow up on sample feedback,1,27,005000000000000009,true,false,2026-06-12T10:34:00.000Z,Windows
