20abd36	test-gen:1.0	route:N/A	fix:1.0	auth:1.0	keep	[test-generation] Strict parser role in AC extraction
f0c58aa	test-gen:1.0	all-tracks	keep	All fast-evals pass. test-gen 7/7 (1.0) consistently
f0c58aa	0.781250	0.781250	1.000000	1.000000	keep	[test-generation] Add list/table page example to SYSTEM_PROMPT
ecf868d	route:1.0	test-gen:1.0	fix:1.0	auth:1.0	milestone	ALL FAST-EVALS 1.0! route-accuracy 7/7, test-gen 7/7
1a12910	fix:1.0	all:1.0	keep	[fix-loop] Actionable server error fix with response status check
d488d2f	test-gen:1.0	all:1.0	keep	[test-generation] Quality check filter for AC extraction
a75d49a	route:1.0	test-gen:1.0	fix:1.0	auth:1.0	keep	[route-accuracy] A4 route hints with descriptions
VALIDATED: build f9fcf0b2 = 31/32 pass (96.9%), only failure is garbage test "dsafasdf" (console error)
VALIDATED: Original 2 assertion failures (tests/[id] + tests) are FIXED by prompt improvements
576ea96	route:1.0	all:1.0	keep	[route-accuracy] Home fallback in createTestPrompt
c950b2d	test-gen:1.0	all:1.0	keep	[test-generation] Simplicity guideline in SYSTEM_PROMPT
5f82981	test-gen:1.0	all:1.0	keep	[test-generation] Accept any language tag in code block extraction
2e140b9	test-gen:1.0	all:1.0	keep	[test-generation] Discourage waitForTimeout
